Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
2780 Hidden Forest Court Southeast,Atlanta,GA,30316,"$1,365 ",2000,13,Single-Family Home,NA,,3,3,2,2,103,5,393,NA,NA,NA,0,0,1,2,1,3,92,7,0,0,7,1,4,0,9,1,6,2,33.705852,-84.31718,4,8466,3.14,9.95,34.5,1.37,54,2.9,680,0.28,0.011,1.1,0.21,4.00E-05,70,85,55,1,17,7,12,https://www.trulia.com/c/ca/atlanta/2780-hidden-forest-ct-se-atlanta-ga-30316--1011900826,4034718878,13,89,23803,3001,1.3089E+14,Block 3001,G5040,U,3817,U,S,417990,0,33.7068855,-84.315449
266 Hampton Terrace Northeast,Atlanta,GA,30307,"$2,100 ",NA,17,Single-Family Home,"1,700",,3,3,2,2,0,0,0,0,0,0,1,8,1,8,1,6,82,11,1,3,34,2,7,6,24,14,20,46,33.760473,-84.325608,4,13686,3.14,10.1,34.7,1.45,56,2.7,140,0.61,0.011,1.3,0.094,3.30E-05,33,38,27,1,9,8,10,https://www.trulia.com/c/ca/atlanta/266-hampton-ter-ne-atlanta-ga-30307--2092028717,4046777361,13,89,20300,3014,1.3089E+14,Block 3014,G5040,U,3817,U,S,126646,0,33.7630351,-84.3261801
942 Stokeswood Avenue SE,Atlanta,GA,30316,"$1,895 ",NA,8,Single-Family Home,"1,790",,3,3,2,2,103,5,393,NA,NA,NA,1,2,1,2,1,3,92,7,0,0,55,3,17,7,42,6,36,12,33.727708,-84.344649,4,9802,3.14,10,34.6,1.62,58,3.1,1100,0.51,0.011,1.4,0.13,0.00067,46,57,35,1,10,8,11,https://www.trulia.com/c/ca/atlanta/942-stokeswood-ave-se-atlanta-ga-30316--1044182047,4048471950,13,89,23801,1016,1.3089E+14,Block 1016,G5040,U,3817,U,S,41189,0,33.7276636,-84.3440727
1115 Lynmoor Drive Northeast,Atlanta,GA,30319,"$2,500 ",1959,15,Single-Family Home,NA,,3,3,2,2,80,248,303,NA,NA,NA,1,3,1,4,1,5,90,8,0,1,61,6,17,9,76,4,38,22,33.844466,-84.343162,4,22821,3.14,10.1,35.1,1.68,59,2.8,1300,0.09,0.011,0.27,0.12,2.90E-05,42,48,36,12,12,8,10,https://www.trulia.com/c/ca/atlanta/1115-lynmoor-dr-ne-atlanta-ga-30319--2092125323,4009700861,13,89,21415,2004,1.3089E+14,Block 2004,G5040,U,3817,U,S,173784,0,33.844704,-84.3431674
772 Boston Common,Atlanta,GA,30349,$850 ,NA,31,NA,"1,200",,3,3,2,2,104,NA,301,103,NA,NA,1,2,1,3,1,3,88,11,0,0,13,5,4,1,7,0,5,2,33.596886,-84.415642,4,11825,3.14,9.86,34.1,1.21,58,5,490,0.044,0.011,1,0.13,0,80,97,63,4,14,9,4,https://www.trulia.com/c/ca/atlanta/772-boston-cmn-atlanta-ga-30349--2030542939,4040001429,13,63,40520,3004,1.3063E+14,Block 3004,G5040,U,3817,U,S,293593,0,33.59808,-84.4143235
48 Weyman Avenue SW,Atlanta,GA,30315,"$1,425 ",NA,51,Single-Family Home,"1,620",,3,3,2,2,10,NA,17,NA,4,NA,1,3,1,3,1,4,76,19,0,0,28,2,7,4,11,9,8,26,33.724978,-84.389553,4,13305,3.14,10.1,34.5,2.04,57,3.1,3600,0.33,0.011,2.3,0.11,8.10E-05,78,87,68,0,21,9,9,https://www.trulia.com/c/ca/atlanta/48-weyman-ave-sw-atlanta-ga-30315--1073494155,4009296680,13,121,12000,2018,1.3121E+14,Block 2018,G5040,U,3817,U,S,40684,0,33.7239886,-84.3889369
1767 Arkose Drive Southeast,Atlanta,GA,30316,"$1,553 ",NA,113,Single-Family Home,"1,531",,3,3,2,2,103,5,393,NA,NA,NA,0,0,1,2,1,3,92,7,0,0,8,1,4,0,12,1,9,1,33.714012,-84.318059,4,9217,3.14,9.97,34.5,1.43,55,2.9,1300,0.29,0.011,0.86,0.17,3.00E-05,70,86,55,1,18,8,13,https://www.trulia.com/c/ca/atlanta/1767-arkose-dr-se-atlanta-ga-30316--1071482932,4041327680,13,89,23803,4010,1.3089E+14,Block 4010,G5040,U,3817,U,S,167409,0,33.7127768,-84.3180578
983 Burns Drive Southwest,Atlanta,GA,30310,"$1,500 ",NA,2,Single-Family Home,"1,462",,3,3,2,2,15,NA,105,NA,30,NA,1,2,1,2,1,7,70,27,0,0,18,2,2,2,13,3,6,10,33.711886,-84.4204,4,9976,3.14,10.1,34.4,1.56,55,3,670,0.61,0.012,3.6,0.097,0.47,76,91,61,1,22,9,8,https://www.trulia.com/c/ca/atlanta/983-burns-dr-sw-atlanta-ga-30310--1074779752,4048709636,13,121,6601,1014,1.3121E+14,Block 1014,G5040,U,3817,U,S,36457,0,33.7123442,-84.4202826
874 Center Hill Avenue NW,Atlanta,GA,30318,"$1,095 ",1998,28,Single-Family Home,"1,176",,3,3,2,2,9,NA,23,NA,9,NA,1,1,1,1,1,2,79,17,0,0,14,1,2,0,12,0,6,0,33.779108,-84.464044,4,8088,3.14,10.1,34.6,1.53,56,3.1,230,0.37,0.013,1.5,0.055,0.002,83,97,68,0,19,9,19,https://www.trulia.com/c/ca/atlanta/874-center-hill-ave-nw-atlanta-ga-30318--2092123162,4047701682,13,121,8601,4010,1.3121E+14,Block 4010,G5040,U,3817,U,S,17511,0,33.7794847,-84.4649134
5560 Forest Downs Circle,Atlanta,GA,30349,"$1,145 ",NA,21,Single-Family Home,"1,338",,3,3,2,2,104,NA,301,103,NA,NA,1,4,1,2,1,2,88,11,0,0,1,0,0,0,3,0,0,3,33.610662,-84.552894,4,2491,3.14,9.76,34,0.837,48,2.4,53,0.084,0.012,1.2,0.047,0,69,97,40,2,7,10,6,https://www.trulia.com/c/ca/atlanta/5560-forest-downs-cir-atlanta-ga-30349--1073802254,3127194642,13,121,10513,1063,1.3121E+14,Block 1063,G5040,U,3817,U,S,606029,0,33.6120801,-84.5528036
2800 NE West Paces Ferry Road N West #3,Atlanta,GA,30339,"$1,529 ",NA,42,Multi-Family,"1,366",,3,3,2,2,NA,22,391,NA,33,NA,1,7,1,6,1,5,99,1,0,0,68,2,12,9,111,4,51,18,33.861218,-84.473405,4,11299,3.14,10.1,35.1,1.76,57,2.6,1700,0.02,0.013,1.4,0.055,0.026,30,46,14,3,4,5,11,https://www.trulia.com/c/ca/atlanta/2800-ne-west-paces-ferry-road-n-w-3-atlanta-ga-30339--2352264221,4047113008,13,67,31211,2000,1.3067E+14,Block 2000,G5040,U,3817,U,S,334354,8588,33.8617923,-84.4741205
5202 Santa Fe Parkway,Atlanta,GA,30350,"$1,500 ",1991,34,Multi-Family,"1,260",,3,3,2,2,1,NA,3,NA,1,NA,1,6,1,5,1,7,95,5,0,0,10,1,3,0,12,3,13,11,33.964002,-84.36985,4,13067,3.14,10,35.8,1.25,53,2.2,1000,0.008,0.012,0.2,0.094,0.00071,43,56,29,5,3,7,6,https://www.trulia.com/c/ca/atlanta/5202-santa-fe-pkwy-atlanta-ga-30350--1073680115,3227245846,13,121,10209,1001,1.3121E+14,Block 1001,G5040,U,3817,U,S,1146284,36094,33.966073,-84.3733401
661 Moreland Avenue SE,Atlanta,GA,30316,"$1,603 ",NA,21,Single-Family Home,"1,552",,3,3,2,2,NA,NA,56,NA,16,NA,1,3,1,3,1,4,92,7,0,0,67,3,23,12,50,10,49,21,33.736148,-84.349325,4,13086,3.14,10,34.6,1.74,58,3.1,2800,0.5,0.011,1.7,0.12,0.00079,39,48,31,0,11,8,10,https://www.trulia.com/c/ca/atlanta/661-moreland-ave-se-atlanta-ga-30316--1074119185,4048012465,13,121,5200,3037,1.3121E+14,Block 3037,G5040,U,3817,U,S,20646,0,33.7367079,-84.3499623
2915 Ridgemore Road Northwest,Atlanta,GA,30318,"$2,650 ",1954,68,Single-Family Home,"1,395",,3,3,2,2,0,0,0,0,0,0,1,8,1,6,1,7,79,17,0,0,8,2,0,1,14,1,2,8,33.826218,-84.446269,4,6003,3.14,10.2,34.8,1.72,57,2.7,310,0.25,0.013,3.9,0.059,0.014,24,29,19,2,5,6,12,https://www.trulia.com/c/ca/atlanta/2915-ridgemore-rd-nw-atlanta-ga-30318--2092118501,3241888700,13,121,8904,3003,1.3121E+14,Block 3003,G5040,U,3817,U,S,31594,0,33.8271534,-84.4462777
2823 Horse Shoe Drive Southeast,Atlanta,GA,30316,$950 ,1955,34,Single-Family Home,"1,250",,3,3,2,2,103,5,393,NA,NA,NA,0,0,1,2,1,3,92,7,0,0,8,1,3,0,8,1,7,3,33.704461,-84.310037,4,7705,3.14,9.94,34.5,1.43,54,2.9,790,0.33,0.01,0.97,0.22,3.00E-05,69,87,50,0,15,6,14,https://www.trulia.com/c/ca/atlanta/2823-horse-shoe-dr-se-atlanta-ga-30316--1072407300,3227895149,13,89,23803,3004,1.3089E+14,Block 3004,G5040,U,3817,U,S,110597,0,33.7037698,-84.3115593
900 Peachtree Street Northeast #3,Atlanta,GA,30309,"$2,350 ",NA,42,Multi-Family,"1,586",,3,3,2,2,15,NA,398,NA,26,NA,1,9,1,8,1,6,88,5,0,6,266,8,106,50,122,76,150,75,33.779315,-84.384246,4,32854,3.14,10.2,34.7,3.31,74,4.1,7300,0.28,0.012,0.71,0.073,2.60E-05,37,41,26,2,4,2,5,https://www.trulia.com/c/ca/atlanta/900-peachtree-st-ne-3-atlanta-ga-30309--2352264144,4047113016,13,121,1202,1011,1.3121E+14,Block 1011,G5040,U,3817,U,S,14359,0,33.7790572,-84.384978
140 Scott Street Northwest,Atlanta,GA,30314,"$1,050 ",1940,6,Single-Family Home,"1,305",,3,3,2,2,12,NA,55,NA,9,NA,1,2,1,1,1,2,74,23,0,0,20,2,3,3,9,0,8,7,33.75911,-84.432434,4,12744,3.14,10.1,34.5,1.5,56,2.7,1100,0.61,0.012,0.8,0.07,1.60E-05,80,97,62,0,17,5,16,https://www.trulia.com/c/ca/atlanta/140-scott-st-nw-atlanta-ga-30314--1013854765,4016493029,13,121,8400,2011,1.3121E+14,Block 2011,G5040,U,3817,U,S,14928,0,33.7588716,-84.4318862
1532 Pineview Terrace Southwest,Atlanta,GA,30311,"$1,150 ",NA,42,Single-Family Home,"1,120",,3,3,2,2,2,NA,19,NA,19,NA,1,1,1,2,0,0,79,19,0,0,21,2,1,6,14,0,14,7,33.728558,-84.438054,4,13032,3.14,10.1,34.4,1.11,53,2.6,160,0.7,0.012,2,0.08,0.095,79,96,62,1,20,7,14,https://www.trulia.com/c/ca/atlanta/1532-pineview-ter-sw-atlanta-ga-30311--1071254367,4009295200,13,121,6100,4009,1.3121E+14,Block 4009,G5040,U,3817,U,S,50253,0,33.7285858,-84.4393586
321 Hascall Road Northwest,Atlanta,GA,30309,"$2,100 ",1941,28,Single-Family Home,"1,160",,3,3,2,2,0,0,0,0,0,0,1,7,1,6,1,7,88,5,0,6,144,7,41,28,185,47,138,38,33.797178,-84.398364,4,18264,3.14,10.2,34.7,2.56,64,3.4,7000,0.23,0.012,0.85,0.066,0.00067,38,42,31,3,3,3,3,https://www.trulia.com/c/ca/atlanta/321-hascall-rd-nw-atlanta-ga-30309--2092045012,4006705982,13,121,8902,2011,1.3121E+14,Block 2011,G5040,U,3817,U,S,51785,0,33.7977293,-84.3991194
2520 Jonesboro Road Southeast #A75,Atlanta,GA,30315,$695 ,NA,23,Multi-Family,NA,,3,3,2,2,8,NA,13,NA,10,NA,1,3,1,2,1,2,76,19,0,0,0,0,0,0,3,0,0,5,33.685666,-84.364611,4,4848,3.14,9.98,34.3,1.27,53,3.1,120,0.29,0.011,1.4,0.21,7.00E-06,80,97,63,0,22,8,9,https://www.trulia.com/c/ca/atlanta/2520-jonesboro-rd-se-a75-atlanta-ga-30315--2307476594,4047915544,13,121,7002,2010,1.3121E+14,Block 2010,G5040,U,3817,U,S,390332,7567,33.6834711,-84.3616716
1834 McLendon Avenue NE,Atlanta,GA,30307,"$2,800 ",NA,2,Single-Family Home,"1,632",,3,3,2,2,0,0,0,0,0,0,1,8,1,8,1,6,82,11,1,3,25,2,6,6,23,16,18,44,33.764865,-84.327461,4,12501,3.14,10.1,34.7,1.47,56,2.7,190,0.59,0.011,1.4,0.091,2.30E-05,29,33,25,1,7,7,10,https://www.trulia.com/c/ca/atlanta/1834-mclendon-ave-ne-atlanta-ga-30307--2092027585,4048721448,13,89,20300,1008,1.3089E+14,Block 1008,G5040,U,3817,U,S,73545,0,33.7660265,-84.3276595
1413 Southland Vista Court Northeast,Atlanta,GA,30329,"$1,799 ",NA,1,Single-Family Home,"1,500",,3,3,2,2,66,223,239,NA,NA,NA,1,5,1,6,1,6,88,9,0,2,55,4,10,8,52,5,42,32,33.813701,-84.331863,4,12943,3.14,10.1,35,1.55,58,2.7,630,0.24,0.011,0.46,0.098,0,37,39,35,6,4,6,12,https://www.trulia.com/c/ca/atlanta/1413-southland-vista-ct-ne-atlanta-ga-30329--1071107371,4048788297,13,89,21504,1001,1.3089E+14,Block 1001,G5040,U,3817,U,S,162432,0,33.8136982,-84.3298842
998 Center Street Northwest #D,Atlanta,GA,30318,"$2,250 ",NA,36,Multi-Family,"1,400",,3,3,2,2,5,NA,197,NA,11,NA,1,5,2,6,1,6,79,17,0,0,200,5,88,42,218,52,128,59,33.781957,-84.402785,4,21116,3.14,10.2,34.6,2.78,66,3.6,7400,0.12,0.012,0.57,0.068,0.00046,55,55,53,5,6,1,1,https://www.trulia.com/c/ca/atlanta/998-center-st-nw-d-atlanta-ga-30318--2349072078,4044723392,13,121,600,1054,1.3121E+14,Block 1054,G5040,U,3817,U,S,10769,0,33.7818793,-84.4034904
998 Center Street Northwest #D,Atlanta,GA,30318,"$2,250 ",NA,36,Multi-Family,"1,400",,3,3,2,2,5,NA,197,NA,11,NA,1,5,2,6,1,6,79,17,0,0,200,5,88,42,218,52,128,59,33.781957,-84.402785,4,21116,3.14,10.2,34.6,2.78,66,3.6,7400,0.12,0.012,0.57,0.068,0.00046,55,55,53,5,6,1,1,https://www.trulia.com/c/ca/atlanta/998-center-st-nw-d-atlanta-ga-30318--2349072078,4044723392,13,121,600,1054,1.3121E+14,Block 1054,G5040,U,3817,U,S,10769,0,33.7818793,-84.4034904
2236 Butner Road Southwest,Atlanta,GA,30331,"$1,250 ",2005,65,Single-Family Home,"1,216",,3,3,2,2,0,0,0,0,0,0,1,3,1,2,0,0,85,14,0,0,13,0,0,0,6,0,9,0,33.691674,-84.52143,4,5289,3.14,9.95,34.3,1.12,50,2.3,350,0.11,0.013,0.32,0.054,0.28,76,100,53,0,14,5,14,https://www.trulia.com/c/ca/atlanta/2236-butner-rd-sw-atlanta-ga-30331--2092163133,4045167294,13,121,7706,2002,1.3121E+14,Block 2002,G5040,U,3817,U,S,46504,0,33.691576,-84.5202373
375 Winding River Drive #F,Atlanta,GA,30350,"$1,150 ",1970,37,Multi-Family,"1,568",,3,3,2,2,1,NA,3,NA,1,NA,1,6,1,5,1,7,95,5,0,0,34,3,5,6,28,4,28,23,33.999479,-84.347937,4,11739,3.14,9.98,36,1.24,54,2.2,2000,0.054,0.012,0.13,0.079,0.0011,49,60,39,6,9,8,7,https://www.trulia.com/c/ca/atlanta/375-winding-river-dr-f-atlanta-ga-30350--2030546823,4047236481,13,121,10119,3002,1.3121E+14,Block 3002,G5040,U,3817,U,S,59342,0,33.9982072,-84.3468956
1034 Forest Valley Drive Southeast,Atlanta,GA,30354,"$1,300 ",1965,65,Single-Family Home,"1,188",,3,3,2,2,1,NA,24,NA,5,NA,1,2,1,2,1,2,85,12,0,0,12,2,2,2,18,2,6,0,33.651258,-84.356418,4,3441,3.14,9.91,34.3,1.22,55,4,670,0.14,0.011,2.1,0.3,0.084,76,89,62,7,27,7,9,https://www.trulia.com/c/ca/atlanta/1034-forest-valley-dr-se-atlanta-ga-30354--1070436697,3212817096,13,121,7200,1026,1.3121E+14,Block 1026,G5040,U,3817,U,S,809708,0,33.65431,-84.3530905
3275 River Lane Southeast,Atlanta,GA,30316,"$1,350 ",NA,6,Multi-Family,"2,518",,3,3,2,2,103,5,393,NA,NA,NA,0,0,1,2,1,3,92,7,0,0,12,1,0,0,4,0,7,4,33.687216,-84.308326,4,4410,3.14,9.92,34.4,1.35,53,3,650,0.12,0.01,1.4,0.39,2.5,65,89,41,0,14,6,8,https://www.trulia.com/c/ca/atlanta/3275-river-ln-se-atlanta-ga-30316--1011672715,4048630489,13,89,23423,2023,1.3089E+14,Block 2023,G5040,U,3817,U,S,387377,0,33.689549,-84.3055066
4540 Kent Road,Atlanta,GA,30337,"$1,045 ",1978,77,Single-Family Home,NA,,3,3,2,2,5,NA,116,NA,28,NA,0,0,1,3,1,2,73,14,0,0,19,0,7,1,8,0,23,2,33.631982,-84.48096,4,4627,3.14,9.89,34.1,1.57,57,4.9,1600,0.091,0.012,1.7,0.067,0,80,98,62,3,17,13,8,https://www.trulia.com/c/ca/atlanta/4540-kent-rd-atlanta-ga-30337--1073406090,4045050267,13,121,10604,3012,1.3121E+14,Block 3012,G5040,U,3817,U,S,134684,0,33.6284148,-84.4803481
4463 Briarcliff Road Northeast,Atlanta,GA,30345,"$1,700 ",1955,24,Single-Family Home,"1,309",,3,3,2,2,31,6,122,NA,NA,NA,1,5,1,6,1,7,94,4,0,0,44,2,2,3,84,2,43,10,33.855471,-84.266615,4,6813,3.14,10.1,35.4,1.24,55,2.4,1400,0.077,0.011,1.4,0.2,0,24,34,14,5,3,7,18,https://www.trulia.com/c/ca/atlanta/4463-briarcliff-rd-ne-atlanta-ga-30345--1073372530,4026627976,13,89,21703,1000,1.3089E+14,Block 1000,G5040,U,3817,U,S,152985,0,33.8540226,-84.2650071
116 Warren Street Northeast,Atlanta,GA,30317,"$2,750 ",1915,22,Single-Family Home,"1,483",,3,3,2,2,5,NA,38,NA,17,NA,1,4,1,3,1,4,84,13,0,0,34,2,8,4,22,9,17,36,33.75546,-84.325725,4,14122,3.14,10.1,34.7,1.46,56,2.7,200,0.6,0.011,1.3,0.097,4.20E-05,38,45,31,1,10,8,10,https://www.trulia.com/c/ca/atlanta/116-warren-st-ne-atlanta-ga-30317--2092103576,4047954354,13,89,20700,1000,1.3089E+14,Block 1000,G5040,U,3817,U,S,232975,0,33.7567313,-84.3274138
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.879429,-84.242373,4,11162,3.14,10,35.6,1.44,55,2.5,3000,0.046,0.01,1.9,0.25,0,41,49,33,8,9,7,13,https://www.trulia.com/c/ca/atlanta/3092-nottaway-ct-atlanta-ga-30341--2030499414,NA,13,89,21808,2019,1.3089E+14,Block 2019,G5040,U,3817,U,S,23228,0,33.8795894,-84.2431963
2629 Arlene Way Northeast,Atlanta,GA,30305,"$3,250 ",NA,28,Single-Family Home,"1,680",,3,3,2,2,0,0,0,0,0,0,1,5,1,6,1,7,97,2,0,0,117,6,49,15,314,16,221,76,33.826345,-84.373183,4,20235,3.14,10.2,35,1.93,60,2.8,3500,0.21,0.012,0.62,0.087,9.80E-06,29,36,22,3,4,5,13,https://www.trulia.com/c/ca/atlanta/2629-arlene-way-ne-atlanta-ga-30305--2092010371,4047699924,13,121,9300,1001,1.3121E+14,Block 1001,G5040,U,3817,U,S,84823,0,33.8274671,-84.3720499
164 Walthall Street Southeast,Atlanta,GA,30316,"$2,800 ",NA,21,Single-Family Home,"1,800",,3,3,2,2,3,NA,65,NA,20,NA,0,0,1,3,1,4,92,7,0,0,144,5,49,26,148,20,131,49,33.749288,-84.351638,4,17337,3.14,10.1,34.6,1.87,59,3,2400,0.47,0.011,1.9,0.1,0.00035,35,42,28,0,9,6,9,https://www.trulia.com/c/ca/atlanta/164-walthall-st-se-atlanta-ga-30316--1071367606,4048046890,13,121,3100,1015,1.3121E+14,Block 1015,G5040,U,3817,U,S,52297,0,33.74917,-84.3504023
3039 Skyland Drive Northeast,Atlanta,GA,30341,"$2,850 ",1950,29,Single-Family Home,NA,,3,3,2,2,89,20,544,NA,NA,NA,1,9,1,7,1,8,89,9,0,0,54,7,17,4,46,5,31,9,33.877328,-84.314951,4,6131,3.14,10.1,35.4,1.19,54,2.4,310,0.36,0.011,0.23,0.26,0.00032,23,28,18,3,6,10,7,https://www.trulia.com/c/ca/atlanta/3039-skyland-dr-ne-atlanta-ga-30341--2092186244,4047201723,13,89,21412,1017,1.3089E+14,Block 1017,G5040,U,3817,U,S,13653,0,33.8771139,-84.3145196
1460 Beatie Avenue SW,Atlanta,GA,30310,"$1,450 ",1920,24,Single-Family Home,"1,400",,3,3,2,2,5,NA,26,NA,NA,NA,1,2,1,2,1,7,70,27,0,0,18,3,4,1,13,4,6,13,33.714998,-84.410879,4,12195,3.14,10.1,34.4,1.72,56,3.1,2000,0.59,0.012,3,0.1,0.009,76,90,63,1,25,8,10,https://www.trulia.com/c/ca/atlanta/1460-beatie-ave-sw-atlanta-ga-30310--2092051561,4025818877,13,121,6500,4017,1.3121E+14,Block 4017,G5040,U,3817,U,S,19289,0,33.7152667,-84.4104061
1384 McPherson Avenue SE,Atlanta,GA,30316,"$2,200 ",1928,23,Single-Family Home,"1,386",,3,3,2,2,4,NA,154,NA,12,NA,1,6,1,3,1,4,92,7,0,0,73,2,22,15,65,10,58,31,33.744321,-84.342322,4,14662,3.14,10,34.6,1.73,58,3,2400,0.49,0.011,1.7,0.11,0.00038,44,53,35,1,12,8,10,https://www.trulia.com/c/ca/atlanta/1384-mcpherson-ave-se-atlanta-ga-30316--1014165540,4017413948,13,89,20900,1021,1.3089E+14,Block 1021,G5040,U,3817,U,S,30341,0,33.7434392,-84.342094
19 Karland Drive Northwest,Atlanta,GA,30305,"$2,200 ",1948,28,Single-Family Home,NA,,3,3,2,2,0,0,0,0,0,0,1,9,1,6,1,7,97,2,0,0,175,5,59,32,458,23,259,71,33.849883,-84.38322,4,11839,3.14,10.2,35.1,1.61,59,2.7,1300,0.19,0.012,0.25,0.098,4.00E-04,17,21,14,3,1,4,12,https://www.trulia.com/c/ca/atlanta/19-karland-dr-nw-atlanta-ga-30305--1071588336,4047714860,13,121,9502,1002,1.3121E+14,Block 1002,G5040,U,3817,U,S,54112,0,33.85084,-84.3847242
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.661674,-84.474396,4,10199,3.14,9.94,34.2,1.03,51,3,600,0.23,0.012,1.4,0.073,3.5,74,94,55,1,15,10,9,https://www.trulia.com/c/ca/atlanta/address-not-disclosed-atlanta-ga-30344--2030519458,NA,13,121,11303,2013,1.3121E+14,Block 2013,G5040,U,3817,U,S,40659,0,33.6625791,-84.4736607
1121 Alta Avenue NE,Atlanta,GA,30307,"$5,300 ",1920,86,Single-Family Home,"1,660",,3,3,2,2,3,1,122,NA,NA,NA,1,8,1,8,1,6,82,11,1,3,136,7,55,24,179,38,137,61,33.76076,-84.351564,4,19352,3.14,10.1,34.7,1.81,59,2.9,800,0.46,0.011,1.6,0.09,9.40E-05,32,38,27,1,5,4,7,https://www.trulia.com/c/ca/atlanta/1121-alta-ave-ne-atlanta-ga-30307--2092025432,4010636110,13,121,3000,2032,1.3121E+14,Block 2032,G5040,U,3817,U,S,35712,0,33.7598654,-84.3516781
571 Rankin Street Northeast,Atlanta,GA,30308,"$4,495 ",1920,59,Single-Family Home,"1,378",,3,3,2,2,3,NA,137,NA,6,NA,1,3,1,8,1,6,72,8,1,16,277,10,122,38,226,61,191,82,33.767231,-84.368402,4,31737,3.14,10.1,34.7,2.63,66,3.5,6400,0.34,0.011,1.1,0.082,2.60E-05,40,47,32,1,5,4,7,https://www.trulia.com/c/ca/atlanta/571-rankin-st-ne-atlanta-ga-30308--2092034810,3007699769,13,121,1700,2011,1.3121E+14,Block 2011,G5040,U,3817,U,S,13681,0,33.766764,-84.3683774
338 Lakemoore Drive Northeast,Atlanta,GA,30342,"$3,200 ",1955,21,Single-Family Home,"1,838",,3,3,2,2,1,NA,133,NA,14,NA,1,7,1,6,1,7,89,7,0,0,55,4,9,8,76,7,88,28,33.86626,-84.376472,4,9364,3.14,10.2,35.2,1.35,56,2.5,1600,0.2,0.012,0.17,0.11,0.0016,13,17,9,4,3,6,11,https://www.trulia.com/c/ca/atlanta/338-lakemoore-dr-ne-atlanta-ga-30342--1013621277,4048030718,13,121,10001,2016,1.3121E+14,Block 2016,G5040,U,3817,U,S,52526,0,33.8667187,-84.3755128
919 Gilbert Street Southeast,Atlanta,GA,30316,"$2,600 ",NA,28,Single-Family Home,"1,600",,3,3,2,2,NA,NA,56,NA,16,NA,1,3,1,3,1,4,92,7,0,0,66,4,22,10,47,8,41,18,33.7294,-84.350733,4,12334,3.14,10,34.6,1.61,57,3,1700,0.45,0.011,1.7,0.13,0.00083,40,50,32,1,9,8,9,https://www.trulia.com/c/ca/atlanta/919-gilbert-st-se-atlanta-ga-30316--2092102540,4043891496,13,121,5200,2000,1.3121E+14,Block 2000,G5040,U,3817,U,S,36830,0,33.7288375,-84.3500651
1724 Alvarado Terrace Southwest,Atlanta,GA,30310,"$1,401 ",1945,14,Single-Family Home,"1,253",,3,3,2,2,12,NA,51,NA,9,NA,1,1,1,2,0,0,70,27,0,0,17,2,1,6,10,0,14,4,33.734491,-84.444143,4,9685,3.14,10.1,34.4,1.15,53,2.6,700,0.71,0.012,1.5,0.076,0.066,79,97,61,1,17,7,16,https://www.trulia.com/c/ca/atlanta/1724-alvarado-ter-sw-atlanta-ga-30310--1071448672,4048291669,13,121,6000,3009,1.3121E+14,Block 3009,G5040,U,3817,U,S,31166,0,33.7341076,-84.4456275
594 Parkway Drive Northeast #4,Atlanta,GA,30308,"$1,600 ",NA,14,Multi-Family,"1,250",,3,3,2,2,5,NA,11,NA,NA,NA,1,3,1,8,1,6,72,8,1,16,356,11,131,51,218,66,188,100,33.770703,-84.372855,4,31879,3.14,10.1,34.7,2.83,69,3.6,4300,0.33,0.011,0.95,0.079,1.20E-05,36,43,29,1,5,4,7,https://www.trulia.com/c/ca/atlanta/594-parkway-dr-ne-4-atlanta-ga-30308--2173011101,3214602446,13,121,1800,2000,1.3121E+14,Block 2000,G5040,U,3817,U,S,65057,0,33.7705609,-84.3752974
