Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
16102 Waldrop Cove,Decatur,GA,30034,$800 ,NA,23,Single-Family Home,"1,296",,3,3,2,2,326,29,400,NA,NA,NA,1,2,1,3,1,5,90,10,0,0,10,0,0,1,6,0,7,0,33.683791,-84.265151,4,8345,3.14,9.87,34.6,1.19,53,2.8,1700,0.034,0.01,0.29,0.17,1.9,74,96,52,0,7,9,5,https://www.trulia.com/c/ca/p/ga/decatur/16102-waldrop-cv-decatur-ga-30034--1003183341,4048152174,13,89,23421,3001,1.3089E+14,Block 3001,G5040,U,3817,U,S,852247,0,33.6820912,-84.2632921
1280 Waterwood Drive,Loganville,GA,30052,"$1,475 ",1997,11,Single-Family Home,"1,503",,3,3,2,2,18,7,33,NA,NA,NA,1,8,1,9,1,8,99,0,0,0,0,0,0,0,0,0,1,0,33.887935,-83.881011,4,2881,3.14,9.7,36.2,0.788,48,1.8,3.4,0.0024,0.008,0.093,0.035,0,30,34,26,8,7,5,7,https://www.trulia.com/c/ca/p/ga/loganville/1280-waterwood-dr-loganville-ga-30052--2029551164,4048392629,13,135,50726,2003,1.31351E+14,Block 2003,G5040,U,3817,U,S,1365533,12642,33.8868126,-83.8881569
17 Brookview Drive,Lawrenceville,GA,30043,"$1,200 ",NA,17,Single-Family Home,"1,152",,3,3,2,2,76,110,242,NA,NA,NA,1,7,0,0,1,8,98,2,0,0,52,0,5,4,133,5,62,22,33.974948,-84.08262,4,7710,3.14,9.77,36.3,1.21,53,2.1,760,0.025,0.0091,0.22,0.1,0.0082,63,80,45,13,20,8,6,https://www.trulia.com/c/ca/p/ga/lawrenceville/17-brookview-dr-lawrenceville-ga-30043--2029494231,4048364807,13,135,50511,3013,1.31351E+14,Block 3013,G5040,U,3817,U,S,4216,0,33.9748875,-84.0822268
253 Bailey Avenue,Lawrenceville,GA,30046,"$1,300 ",2014,37,Single-Family Home,NA,,3,3,2,2,98,81,348,NA,NA,NA,1,5,1,5,1,5,97,2,0,0,39,6,3,5,75,4,36,11,33.946989,-83.981895,4,8112,3.14,9.71,36.2,0.995,50,1.9,210,0.053,0.0083,0.45,0.051,0.00025,71,69,72,7,35,9,13,https://www.trulia.com/c/ca/p/ga/lawrenceville/253-bailey-ave-lawrenceville-ga-30046--1139478289,4047517882,13,135,50522,2002,1.31351E+14,Block 2002,G5040,U,3817,U,S,1206998,7049,33.941498,-83.9804451
1274 Luther Way,Lawrenceville,GA,30043,"$1,350 ",NA,25,Multi-Family,"1,596",,3,3,2,2,66,104,219,NA,NA,NA,1,7,0,0,1,8,98,2,0,0,34,3,3,2,35,1,25,5,33.967877,-84.04458,4,10649,3.14,9.74,36.3,1.17,52,2.1,340,0.013,0.0088,0.32,0.073,0.078,54,66,42,7,10,5,6,https://www.trulia.com/c/ca/p/ga/lawrenceville/1274-luther-way-lawrenceville-ga-30043--2029487417,4048044040,13,135,50511,2002,1.31351E+14,Block 2002,G5040,U,3817,U,S,54531,0,33.9685328,-84.0447606
1381 David Circle,Decatur,GA,30032,"$1,445 ",NA,15,Single-Family Home,"1,220",,3,3,2,2,337,62,298,NA,NA,NA,0,0,1,3,1,2,84,15,0,0,41,6,4,1,32,2,15,2,33.753025,-84.251263,4,12030,3.14,9.97,34.9,1.27,55,2.7,440,0.37,0.01,0.13,0.082,0,71,87,55,2,17,8,8,https://www.trulia.com/c/ca/p/ga/decatur/1381-david-cir-decatur-ga-30032--2029371355,4046337497,13,89,23107,1018,1.3089E+14,Block 1018,G5040,U,3817,U,S,38804,0,33.752181,-84.2519373
6251 Klondike River Road,Lithonia,GA,30038,"$1,100 ",1998,11,Single-Family Home,"1,300",,3,3,2,2,60,1,54,NA,NA,NA,1,3,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.637658,-84.135511,4,4931,3.14,9.83,35.3,0.981,49,2.2,0.12,0.077,0.0094,1.1,0.057,0.062,70,99,41,0,5,9,5,https://www.trulia.com/c/ca/p/ga/lithonia/6251-klondike-river-rd-lithonia-ga-30038--2029424503,4048578682,13,89,23418,4007,1.3089E+14,Block 4007,G5040,U,3817,U,S,1583942,0,33.6380615,-84.1384326
1406 Alverado Way,Decatur,GA,30032,"$1,200 ",NA,22,Single-Family Home,"1,400",,3,3,2,2,337,62,298,NA,NA,NA,0,0,1,3,1,2,84,15,0,0,41,6,4,1,34,2,16,2,33.752105,-84.25408,4,10721,3.14,9.97,34.9,1.23,55,2.7,140,0.42,0.01,0.13,0.083,0,68,84,52,2,17,7,9,https://www.trulia.com/c/ca/p/ga/decatur/1406-alverado-way-decatur-ga-30032--2029371414,4048170858,13,89,23107,1025,1.3089E+14,Block 1025,G5040,U,3817,U,S,61671,0,33.752808,-84.2533742
245 Longcreek Drive,Covington,GA,30016,"$1,145 ",1984,11,Single-Family Home,NA,,3,3,2,2,NA,NA,6,NA,168,NA,1,4,1,4,1,4,99,1,0,0,0,0,0,0,1,0,0,0,33.535836,-83.925676,4,2836,3.14,9.75,35.9,0.63,48,2,8.1,0.053,0.011,0.11,0.026,0.0016,47,60,34,2,8,6,12,https://www.trulia.com/c/ca/p/ga/covington/245-longcreek-dr-covington-ga-30016--1072124136,3219740349,13,217,100901,1002,1.32171E+14,Block 1002,G5040,U,3817,U,S,4199442,14246,33.5450883,-83.9231816
15290 Highway 36,Covington,GA,30014,"$1,050 ",NA,5,Single-Family Home,"2,484",,3,3,2,2,111,144,317,NA,NA,NA,1,5,1,4,1,4,99,0,0,0,0,1,0,0,1,0,0,1,33.436682,-83.846484,4,354,3.14,9.74,36.1,0.478,46,1.7,2.9,0.13,0.014,0.085,0.021,0.0039,37,20,53,0,19,11,14,https://www.trulia.com/c/ca/p/ga/covington/15290-highway-36-covington-ga-30014--2029260818,4008171374,13,217,100800,1046,1.32171E+14,Block 1046,G5040,R,NA,NA,S,695560,7441,33.4360736,-83.8508333
3790 Ridgefair Drive,Cumming,GA,30040,"$1,650 ",NA,22,Single-Family Home,"1,736",,3,3,2,2,14,977,134,NA,NA,NA,1,8,1,7,1,8,98,1,0,0,28,1,3,1,45,0,8,9,34.1849,-84.152809,4,4134,3.14,9.48,36.4,0.769,46,1.6,280,0.02,0.0095,2.5,0.04,0.013,36,40,32,12,7,11,9,https://www.trulia.com/c/ca/p/ga/cumming/3790-ridgefair-dr-cumming-ga-30040--1003021034,4047220897,13,117,130410,3000,1.31171E+14,Block 3000,G5040,U,3817,U,S,1235397,13868,34.1866622,-84.154235
454 Michael Drive,Alpharetta,GA,30009,"$1,600 ",1980,18,Single-Family Home,"1,600",,3,3,2,2,8,11,24,NA,NA,NA,1,6,1,8,1,8,99,0,0,0,99,3,14,13,159,12,80,27,34.063173,-84.295857,4,4793,3.14,9.8,36.3,1.07,50,1.9,570,0.0074,0.011,0.12,0.069,0.00032,37,51,23,6,4,7,8,https://www.trulia.com/c/ca/p/ga/alpharetta/454-michael-dr-alpharetta-ga-30009--2029248063,4007056294,13,121,11611,1004,1.3121E+14,Block 1004,G5040,U,3817,U,S,52110,0,34.063312,-84.2951773
4272 Bradley Drive,Snellville,GA,30039,"$1,200 ",NA,46,Single-Family Home,"1,200",,3,3,2,2,64,54,156,NA,NA,NA,1,5,1,6,1,3,98,1,0,0,0,0,0,0,2,0,0,2,33.767166,-84.030815,4,5718,3.14,9.8,35.8,0.812,49,1.9,30,0.013,0.0086,0.11,0.038,0.0035,58,83,32,3,6,4,6,https://www.trulia.com/c/ca/p/ga/snellville/4272-bradley-dr-snellville-ga-30039--1013545209,4045003630,13,135,50709,1017,1.31351E+14,Block 1017,G5040,U,3817,U,S,76531,0,33.767262,-84.0306275
1613 Picadilly Court Northeast,Conyers,GA,30013,"$1,195 ",1990,10,Single-Family Home,NA,,3,3,2,2,1,NA,1,NA,NA,NA,1,6,1,4,1,5,96,2,0,0,4,0,0,0,1,0,3,4,33.674745,-83.964603,4,3471,3.14,9.79,35.8,1.01,51,2.1,240,0.063,0.0096,1.1,0.031,0.007,61,75,47,1,14,7,10,https://www.trulia.com/c/ca/p/ga/conyers/1613-picadilly-ct-ne-conyers-ga-30013--1071339294,4047729298,13,247,60305,3002,1.32471E+14,Block 3002,G5040,U,3817,U,S,1167978,10347,33.6786588,-83.9608484
3777 Church Street,Clarkston,GA,30021,"$1,500 ",1936,9,Single-Family Home,"1,477",,3,3,2,2,57,3,86,NA,NA,NA,1,4,1,4,1,4,88,12,0,1,13,5,1,2,11,3,1,4,33.804987,-84.242724,4,20445,3.14,10,35.3,1.47,55,2.6,3200,0.13,0.01,0.73,0.091,0,75,83,67,25,33,9,7,https://www.trulia.com/c/ca/p/ga/clarkston/3777-church-st-clarkston-ga-30021--2029308961,4048015867,13,89,22008,2001,1.3089E+14,Block 2001,G5040,U,3817,U,S,22725,0,33.8052566,-84.2418842
5734 Taffeta Court,Lithonia,GA,30058,"$1,099 ",NA,61,Single-Family Home,"1,458",,3,3,2,2,235,15,485,NA,NA,NA,1,2,1,4,1,3,92,7,0,0,14,0,0,0,8,2,2,1,33.736345,-84.157174,4,10612,3.14,9.87,35.3,1.06,53,2.3,16,0.042,0.0093,0.54,0.057,0.00081,67,97,37,1,6,6,8,https://www.trulia.com/c/ca/p/ga/lithonia/5734-taffeta-ct-lithonia-ga-30058--2029585718,4046348839,13,89,23314,3001,1.3089E+14,Block 3001,G5040,U,3817,U,S,215306,0,33.7382483,-84.1557739
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.772716,-84.038848,4,7718,3.14,9.8,35.9,0.808,49,1.9,78,0.021,0.0086,0.11,0.04,0.0044,55,77,33,3,5,5,6,https://www.trulia.com/c/ca/p/ga/snellville/4402-marci-st-snellville-ga-30039--1002919294,NA,13,135,50709,1009,1.31351E+14,Block 1009,G5040,U,3817,U,S,264008,0,33.7747684,-84.0397745
7448 Edenberry Way,Lithonia,GA,30058,"$1,200 ",NA,8,Single-Family Home,"1,713",,3,3,2,2,235,15,485,NA,NA,NA,1,4,1,4,1,4,92,7,0,0,4,1,1,0,1,2,6,2,33.768829,-84.084027,4,6046,3.14,9.83,35.7,0.913,51,2,120,0.0015,0.0089,0.24,0.044,0.0038,59,98,19,1,14,4,5,https://www.trulia.com/c/ca/p/ga/lithonia/7448-edenberry-way-lithonia-ga-30058--2029592129,4034566930,13,89,23316,2002,1.3089E+14,Block 2002,G5040,U,3817,U,S,50141,0,33.7679422,-84.082473
4103 Par 3 Way,Lithonia,GA,30038,$850 ,2003,54,Single-Family Home,"1,202",,3,3,2,2,60,1,54,NA,NA,NA,1,2,1,2,1,3,95,5,0,0,5,0,1,0,4,0,2,1,33.695069,-84.147896,4,8616,3.14,9.85,35.2,1.64,53,2.4,810,0.045,0.0091,0.3,0.06,0.016,73,98,48,1,11,7,4,https://www.trulia.com/c/ca/p/ga/lithonia/4103-par-3-way-lithonia-ga-30038--1041889859,4046685916,13,89,23428,2016,1.3089E+14,Block 2016,G5040,U,3817,U,S,734844,36455,33.6885374,-84.1478251
2439 Northbrook Road,Snellville,GA,30039,"$1,350 ",NA,8,Multi-Family,"1,654",,3,3,2,2,64,54,156,NA,NA,NA,1,8,1,6,1,3,98,1,0,0,29,1,3,1,30,1,11,2,33.829868,-84.065738,4,7402,3.14,9.82,35.9,1.04,53,2.1,180,0.015,0.0088,0.088,0.052,0.007,51,68,34,6,12,5,11,https://www.trulia.com/c/ca/p/ga/snellville/2439-northbrook-rd-snellville-ga-30039--1001658728,4048670301,13,135,50729,2003,1.31351E+14,Block 2003,G5040,U,3817,U,S,79464,0,33.8291165,-84.0666345
3434 Warwick Way,Snellville,GA,30039,"$1,245 ",1979,87,Single-Family Home,NA,,3,3,2,2,64,54,156,NA,NA,NA,1,5,1,6,1,3,98,1,0,0,29,6,0,1,35,1,22,6,33.811715,-84.032197,4,7329,3.14,9.79,35.9,0.88,50,1.9,110,0.029,0.0085,0.084,0.045,0.00082,58,73,43,7,11,8,7,https://www.trulia.com/c/ca/p/ga/snellville/3434-warwick-way-snellville-ga-30039--1020350854,4044694014,13,135,50722,1013,1.31351E+14,Block 1013,G5040,U,3817,U,S,113107,0,33.8106334,-84.0311849
525 Aristocrat Drive,Loganville,GA,30052,"$1,400 ",NA,62,Single-Family Home,"1,648",,3,3,2,2,18,7,33,NA,NA,NA,1,5,1,6,1,5,99,0,0,0,13,1,3,1,13,5,7,8,33.851952,-83.933089,4,5175,3.14,9.74,36.1,0.848,49,1.8,310,0.035,0.0082,0.075,0.038,5.80E-08,40,51,30,2,10,6,5,https://www.trulia.com/c/ca/p/ga/loganville/525-aristocrat-dr-loganville-ga-30052--2029567146,4046264635,13,135,50731,1005,1.31351E+14,Block 1005,G5040,U,3817,U,S,1007125,22320,33.8502301,-83.9324005
1945 Buford Dam Road,Cumming,GA,30041,"$2,225 ",NA,2,Single-Family Home,"2,436",,3,3,2,2,16,586,163,NA,NA,NA,1,8,1,8,1,8,98,0,0,0,1,0,0,1,2,0,0,5,34.183366,-84.101323,4,2183,3.14,9.5,36.4,0.576,41,1.3,24,0.002,0.0091,0.57,0.04,0.00053,13,19,7,1,4,5,19,https://www.trulia.com/c/ca/p/ga/cumming/1945-buford-dam-rd-cumming-ga-30041--2029465721,4026103973,13,117,130507,1009,1.31171E+14,Block 1009,G5040,U,3817,U,S,388006,20722,34.1810488,-84.0997472
156 Red Bank Road,Milton,GA,30004,"$1,650 ",2003,195,Multi-Family,"1,650",,3,3,2,2,8,114,77,NA,NA,NA,1,7,1,8,1,8,98,1,0,0,0,0,0,0,0,0,1,0,34.206785,-84.252782,4,2266,3.14,9.46,36.4,0.638,44,1.5,30,0.041,0.01,0.12,0.037,5.60E-06,14,12,16,2,5,9,13,https://www.trulia.com/c/ca/p/ga/milton/156-red-bank-rd-milton-ga-30004--1005759813,4007089989,13,117,130302,1007,1.31171E+14,Block 1007,G5040,U,3817,U,S,711438,0,34.204819,-84.2532238
1621 Rose Garden Lane,Loganville,GA,30052,"$1,140 ",NA,6,Multi-Family,"1,252",,3,3,2,2,18,7,33,NA,NA,NA,1,5,1,6,1,5,99,0,0,0,0,0,0,0,1,0,0,0,33.833263,-83.963684,4,6664,3.14,9.74,36.1,0.826,48,1.8,69,0.012,0.0083,0.066,0.039,4.60E-07,43,60,27,1,8,10,7,https://www.trulia.com/c/ca/p/ga/loganville/1621-rose-garden-ln-loganville-ga-30052--2029552791,4048733606,13,135,50730,1003,1.31351E+14,Block 1003,G5040,U,3817,U,S,128429,0,33.8345527,-83.9636676
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9772,-83.825139,4,1517,3.14,9.64,36.1,0.624,46,1.6,31,0.028,0.0075,0.47,0.029,0,20,12,28,1,7,13,5,https://www.trulia.com/c/ca/p/ga/auburn/1306-smokerise-ln-auburn-ga-30011--1009955544,NA,13,13,180108,1001,1.30132E+14,Block 1001,G5040,R,NA,NA,S,3000317,4699,33.9815753,-83.8279582
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.559345,-83.907661,4,2120,3.14,9.77,35.9,0.902,50,2.1,11,0.14,0.011,0.2,0.025,0.0033,56,65,48,0,15,5,10,https://www.trulia.com/c/ca/p/ga/covington/300-wynfield-dr-covington-ga-30016--1001986157,NA,13,217,100502,1053,1.32171E+14,Block 1053,G5040,U,3817,U,S,234825,0,33.5622075,-83.9069755
1708 Danrich Drive,Decatur,GA,30032,"$1,175 ",NA,17,Single-Family Home,"1,392",,3,3,2,2,337,62,298,NA,NA,NA,1,2,1,3,1,3,84,15,0,0,14,1,1,0,16,0,14,0,33.741379,-84.233328,4,9577,3.14,9.94,34.9,1.41,55,2.7,1400,0.25,0.0099,0.12,0.083,0,76,94,59,1,17,10,12,https://www.trulia.com/c/ca/p/ga/decatur/1708-danrich-dr-decatur-ga-30032--2029372293,4047231747,13,89,23108,1013,1.3089E+14,Block 1013,G5040,U,3817,U,S,58272,0,33.7393666,-84.23357
3560 Dogwood Farm Road,Decatur,GA,30034,"$1,150 ",1974,23,Single-Family Home,"1,972",,3,3,2,2,326,29,400,NA,NA,NA,1,3,1,3,1,5,90,10,0,0,21,2,1,1,17,1,13,3,33.678062,-84.215059,4,9682,3.14,9.86,34.9,1.2,53,2.5,49,0.027,0.0095,0.61,0.094,0.036,62,99,25,0,8,3,16,https://www.trulia.com/c/ca/p/ga/decatur/3560-dogwood-farm-rd-decatur-ga-30034--1001602465,4007405420,13,89,23426,2013,1.3089E+14,Block 2013,G5040,U,3817,U,S,88403,0,33.679002,-84.2138735
2680 Kentshire Way,Lawrenceville,GA,30044,"$1,475 ",NA,15,Single-Family Home,"1,685",,3,3,2,2,70,29,126,NA,NA,NA,1,6,1,6,0,0,97,2,0,0,9,1,0,0,5,1,10,0,33.918435,-84.054327,4,11583,3.14,9.79,36.2,1.1,51,2,54,0.017,0.0088,0.12,0.073,0.065,47,62,32,12,9,6,6,https://www.trulia.com/c/ca/p/ga/lawrenceville/2680-kentshire-way-lawrenceville-ga-30044--1011296402,4046838117,13,135,50532,2006,1.31351E+14,Block 2006,G5040,U,3817,U,S,616014,9244,33.9221159,-84.0580662
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.726911,-84.300829,4,10644,3.14,9.97,34.6,1.38,55,2.8,670,0.42,0.01,0.39,0.13,2.50E-06,68,85,52,1,19,6,16,https://www.trulia.com/c/ca/p/ga/covington/2135-pinewood-dr-covington-ga-30016--2029275168,NA,13,89,23602,2005,1.3089E+14,Block 2005,G5040,U,3817,U,S,244219,0,33.7225008,-84.2997427
4005 River Garden Circle,Covington,GA,30016,"$2,091 ",NA,3,Single-Family Home,"1,994",,3,3,2,2,NA,NA,6,NA,168,NA,1,8,1,6,1,4,99,1,0,0,0,0,0,0,1,0,0,1,33.536763,-84.042548,4,1108,3.14,9.76,35.5,0.755,49,2.2,0,0.03,0.011,0.084,0.037,0.024,50,64,36,0,12,4,10,https://www.trulia.com/c/ca/p/ga/covington/4005-river-garden-cir-covington-ga-30016--1139127722,4040077064,13,247,60405,2035,1.32471E+14,Block 2035,G5040,U,3817,U,S,466910,0,33.53656,-84.0409039
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.771639,-84.005158,4,3197,3.14,9.78,35.9,0.781,49,1.9,11,0.054,0.0086,0.097,0.038,0.0013,44,55,34,2,5,3,6,https://www.trulia.com/c/ca/p/ga/snellville/4937-bryant-dr-snellville-ga-30039--1001986928,NA,13,135,50728,3017,1.31351E+14,Block 3017,G5040,U,3817,U,S,99911,0,33.7710555,-84.0061595
1267 Sycamore Drive,Lilburn,GA,30047,"$1,450 ",1966,32,Multi-Family,"1,798",,3,3,2,2,61,40,176,NA,NA,NA,1,7,1,8,1,8,98,1,0,0,6,1,1,1,4,1,8,4,33.848387,-84.114687,4,7767,3.14,9.87,35.9,0.955,52,2.1,26,0.016,0.0092,0.13,0.068,0.0032,29,37,22,2,7,5,14,https://www.trulia.com/c/ca/p/ga/lilburn/1267-sycamore-dr-0-lilburn-ga-30047--2184848087,4028713875,13,135,50429,2005,1.31351E+14,Block 2005,G5040,U,3817,U,S,1319672,0,33.843828,-84.1118303
2943 Lowrance Drive,Decatur,GA,30033,"$1,795 ",1953,22,Single-Family Home,"1,099",,3,3,2,2,31,3,108,NA,NA,NA,1,3,1,6,1,6,94,4,0,0,67,7,3,4,94,6,40,21,33.799303,-84.268652,4,9488,3.14,10.1,35.1,1.4,56,2.6,2000,0.25,0.01,0.47,0.093,0,58,61,54,10,15,8,8,https://www.trulia.com/c/ca/p/ga/decatur/2943-lowrance-dr-decatur-ga-30033--1037681963,3231673949,13,89,22204,2021,1.3089E+14,Block 2021,G5040,U,3817,U,S,43609,0,33.7988303,-84.2678272
4364 Cary Drive,Snellville,GA,30039,"$1,250 ",1957,23,Single-Family Home,"1,528",,3,3,2,2,64,54,156,NA,NA,NA,1,5,1,6,1,3,98,1,0,0,0,0,0,0,2,0,0,2,33.765799,-84.03242,4,5588,3.14,9.8,35.8,0.812,49,1.9,31,0.013,0.0086,0.11,0.038,0.0037,58,83,33,3,6,4,6,https://www.trulia.com/c/ca/p/ga/snellville/4364-cary-dr-snellville-ga-30039--2029436926,4048113262,13,135,50709,1014,1.31351E+14,Block 1014,G5040,U,3817,U,S,100839,0,33.7675145,-84.0325828
30 Kentshire Place,Lawrenceville,GA,30044,"$1,402 ",NA,16,Single-Family Home,"1,660",,3,3,2,2,70,29,126,NA,NA,NA,1,6,1,6,0,0,97,2,0,0,10,1,0,0,5,1,11,0,33.919919,-84.056653,4,10138,3.14,9.79,36.2,1.11,52,2,36,0.019,0.0089,0.13,0.074,0.063,49,67,32,14,10,6,6,https://www.trulia.com/c/ca/p/ga/lawrenceville/30-kentshire-pl-lawrenceville-ga-30044--1002109610,4029805245,13,135,50532,2006,1.31351E+14,Block 2006,G5040,U,3817,U,S,616014,9244,33.9221159,-84.0580662
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.922728,-84.562524,4,13139,3.14,10,35.4,0.913,50,2,7.2,0.11,0.015,0.2,0.038,0.001,68,75,61,11,22,8,8,https://www.trulia.com/c/ca/p/ga/marietta/1224-scripps-ct-sw-marietta-ga-30008--2091700731,NA,13,67,30904,2006,1.3067E+14,Block 2006,G5040,U,3817,U,S,512510,0,33.923014,-84.5640102
3575 Oakvale Road #1106,Decatur,GA,30034,$825 ,NA,18,Multi-Family,"1,420",,3,3,2,2,326,29,400,NA,NA,NA,1,2,1,3,1,5,90,10,0,0,2,0,0,0,3,0,2,0,33.679555,-84.269755,4,6931,3.14,9.86,34.5,1.13,52,2.8,190,0.031,0.0099,0.33,0.18,2.6,70,96,44,0,5,8,4,https://www.trulia.com/c/ca/p/ga/decatur/3575-oakvale-rd-1106-decatur-ga-30034--2029401718,4048346070,13,89,23421,3001,1.3089E+14,Block 3001,G5040,U,3817,U,S,852247,0,33.6820912,-84.2632921
7981 Norris Lake Road,Snellville,GA,30039,"$1,200 ",1998,33,Single-Family Home,"1,817",,3,3,2,2,64,54,156,NA,NA,NA,1,4,1,4,1,4,98,1,0,0,0,0,0,0,2,0,0,3,33.766686,-84.052063,4,3079,3.14,9.8,35.8,0.815,49,1.9,66,0.012,0.0087,0.13,0.04,0.008,60,78,42,4,7,6,7,https://www.trulia.com/c/ca/p/ga/snellville/7981-norris-lake-rd-snellville-ga-30039--2029439149,4047664365,13,135,50709,1037,1.31351E+14,Block 1037,G5040,U,3817,U,S,10773,0,33.7677791,-84.05252
10725 Morton Chase Way,Alpharetta,GA,30022,"$1,750 ",1994,46,Single-Family Home,"1,856",,3,3,2,2,96,88,373,NA,NA,NA,1,8,1,8,1,9,98,1,0,0,28,2,1,2,17,3,27,16,34.042927,-84.215673,4,12836,3.14,9.81,36.3,0.979,50,1.9,220,0.041,0.01,0.34,0.11,4.20E-05,31,42,20,6,5,7,8,https://www.trulia.com/c/ca/p/ga/alpharetta/10725-morton-chase-way-alpharetta-ga-30022--1070523690,4047047496,13,121,11613,1000,1.3121E+14,Block 1000,G5040,U,3817,U,S,561020,0,34.0461333,-84.2185099
297 Arbour Way,Suwanee,GA,30024,"$1,350 ",1984,47,Single-Family Home,"2,012",,3,3,2,2,19,65,87,NA,NA,NA,1,8,1,7,1,8,98,1,0,0,40,3,3,7,22,4,17,11,34.018254,-84.036936,4,7684,3.14,9.71,36.3,1.09,51,2,91,0.00037,0.0088,3.2,0.066,1.4,35,47,23,9,8,5,5,https://www.trulia.com/c/ca/p/ga/suwanee/297-arbour-way-suwanee-ga-30024--1036852438,4019002402,13,135,50525,4010,1.31351E+14,Block 4010,G5040,U,3817,U,S,396052,0,34.019874,-84.032821
2698 Winky Blf,Dacula,GA,30019,"$1,395 ",NA,11,Single-Family Home,"1,451",,3,3,2,2,22,10,55,NA,NA,NA,1,7,1,9,1,8,98,1,0,0,1,0,0,0,0,0,0,1,33.968487,-83.876057,4,2650,3.14,9.66,36.2,0.767,45,1.6,67,0.057,0.0078,0.2,0.036,0,55,58,53,6,22,5,9,https://www.trulia.com/c/ca/p/ga/dacula/2698-winky-blf-dacula-ga-30019--1045570419,4048581278,13,135,50608,1005,1.31351E+14,Block 1005,G5040,U,3817,U,S,823597,0,33.969982,-83.87065
4008 River Garden Circle,Covington,GA,30016,"$1,445 ",NA,25,Single-Family Home,"1,796",,3,3,2,2,NA,NA,6,NA,168,NA,1,8,1,6,1,4,99,1,0,0,0,0,0,0,1,0,0,1,33.536737,-84.043341,4,1241,3.14,9.76,35.5,0.753,48,2.2,0,0.032,0.011,0.085,0.037,0.023,48,61,35,0,12,5,10,https://www.trulia.com/c/ca/p/ga/covington/4008-river-garden-cir-covington-ga-30016--2029279898,4048017321,13,247,60405,2036,1.32471E+14,Block 2036,G5040,U,3817,U,S,29059,0,33.5362497,-84.0437832
1467 Thompson Place,Decatur,GA,30032,$999 ,NA,17,Single-Family Home,"1,461",,3,3,2,2,337,62,298,NA,NA,NA,0,0,1,3,1,2,84,15,0,0,22,2,2,0,16,0,15,0,33.749785,-84.236083,4,8920,3.14,9.96,35,1.36,55,2.6,1300,0.34,0.01,0.11,0.079,0,73,91,54,2,16,8,9,https://www.trulia.com/c/ca/p/ga/decatur/1467-thompson-pl-decatur-ga-30032--1071170451,4047063483,13,89,23108,3008,1.3089E+14,Block 3008,G5040,U,3817,U,S,190430,0,33.7483326,-84.2363038
